"zip","state","county","land_area_in_sqmi","water_area_in_sqmi","median_household_income"
"78074","TX","Kendall County",NA,NA,NA
"78338","TX","Kenedy County",23.47,0.01,NA
"78385","TX","Kenedy County",204.64,2.08,36736
"79528","TX","Kent County",352.17,0.17,45446
"79549","TX","Scurry County",956.33,1.16,46791
"79518","TX","Kent County",135.72,0.03,52917
"78025","TX","Kerr County",43.92,0.43,41547
"78024","TX","Kerr County",260.89,0.66,50288
"78029","TX","Kerr County",0,0,NA
"76849","TX","Kimble County",945.04,0.17,43421
"76859","TX","Menard County",718.24,0.23,30833
"76854","TX","Kimble County",136.33,0,20391
"76883","TX","Kimble County",NA,NA,NA
"79236","TX","King County",383.48,1.42,65000
"78832","TX","Kinney County",1084.77,3.33,33257
"78877","TX","Maverick County",59.69,1.19,42250
"78379","TX","Kleberg County",81.36,9.5,40735
"78363","TX","Kleberg County",152.87,2.38,40413
"79505","TX","Knox County",185.72,0.48,35278
"76371","TX","Knox County",104.6,0.04,34250
"76363","TX","Knox County",61.31,0.01,21488
"79529","TX","Knox County",89.18,0.48,36979
"75473","TX","Lamar County",83.26,5.65,49651
"75416","TX","Lamar County",74.01,0.75,40685
"75486","TX","Lamar County",104.45,2.74,55089
"75470","TX","Lamar County",19.22,0.11,28611
"75477","TX","Lamar County",60.62,0.76,30563
"75421","TX","Lamar County",54.66,0.37,54808
"75425","TX","Lamar County",NA,NA,NA
"75460","TX","Lamar County",90.58,5.3,29717
"75435","TX","Lamar County",67.13,0.12,44043
"75461","TX","Lamar County",NA,NA,NA
"75434","TX","Lamar County",NA,NA,NA
"75436","TX","Red River County",165.33,1.03,42798
"75411","TX","Lamar County",78.5,5.97,61641
"75462","TX","Lamar County",199.92,2.94,60019
"75468","TX","Lamar County",50.58,0.6,34405
"79326","TX","Lamb County",38.46,0,NA
"79369","TX","Lamb County",13,0,166000
"79082","TX","Lamb County",84.3,0,54375
"79312","TX","Lamb County",87.89,0.03,37500
"79031","TX","Lamb County",116.28,0.14,43688
"76853","TX","Lampasas County",256.81,0.58,33056
"76824","TX","San Saba County",27.86,0.9,NA
"78014","TX","La Salle County",1048.29,6.11,26179
"78019","TX","La Salle County",967.01,1.87,26232
"78001","TX","La Salle County",36.16,0.24,NA
"78021","TX","La Salle County",285.89,1.12,NA
"77975","TX","Lavaca County",79.42,0.06,56696
"77986","TX","Lavaca County",NA,NA,NA
"77987","TX","Lavaca County",4.71,0,54643
"77964","TX","Lavaca County",579.32,0.6,42349
"78947","TX","Lee County",213.75,1.24,64516
"76578","TX","Williamson County",75.05,0.97,57857
"78948","TX","Lee County",64.33,0.25,63029
"77853","TX","Lee County",50.56,0.1,53911
"77850","TX","Leon County",NA,NA,NA
"77855","TX","Leon County",25.81,0.08,NA
"77871","TX","Leon County",197.64,1.64,43047
"77865","TX","Leon County",140.88,0.48,54338
"75846","TX","Leon County",145.73,6.27,41622
"75833","TX","Leon County",245.18,0.45,45114
"75850","TX","Leon County",71.37,0.14,70132
"77327","TX","Liberty County",317.69,6.42,46936
"77538","TX","Liberty County",145.64,0.84,44625
"77372","TX","Montgomery County",51.9,0.19,44896
"77582","TX","Liberty County",NA,NA,NA
"77368","TX","Liberty County",7.56,0.36,58182
"77369","TX","Liberty County",36.62,0.19,19485
"77561","TX","Liberty County",0.54,0,12250
"77328","TX","San Jacinto County",162.34,0.69,48250
"77533","TX","Liberty County",25.72,0.02,47500
"76624","TX","McLennan County",64.25,0.75,49863
"76642","TX","Limestone County",255.48,13.96,42778
"76687","TX","Limestone County",132.64,5.62,48032
"76686","TX","Limestone County",11.31,0.16,36964
"76635","TX","Limestone County",105.5,1.76,29327
"76678","TX","Limestone County",37.65,0.29,19286
"79046","TX","Lipscomb County",160.18,0.05,40750
"79005","TX","Lipscomb County",198.58,0.02,62750
"79056","TX","Lipscomb County",40.94,0,44375
"79024","TX","Lipscomb County",58.19,0.01,54167
"79034","TX","Lipscomb County",294.13,0.02,66023
"78071","TX","Live Oak County",358.9,18.69,51852
"78060","TX","Live Oak County",0.39,0,NA
"78075","TX","Live Oak County",133.11,0.56,27222
"78350","TX","Live Oak County",NA,NA,NA
"78022","TX","Live Oak County",439.19,1.83,43924
"78368","TX","San Patricio County",216.34,21.9,35191
"78672","TX","Llano County",13.24,3.81,30521
"78607","TX","Llano County",12.21,4.91,20238
"76885","TX","Llano County",78.66,0.01,NA
"78643","TX","Llano County",704.14,5.68,42939
"78609","TX","Llano County",23.47,12.56,39779
"76831","TX","Llano County",43.35,0.01,NA
"79754","TX","Loving County",159.48,0.09,68000
"79404","TX","Lubbock County",28.8,0.75,27434
"79366","TX","Lubbock County",0.81,0.15,102500
"79452","TX","Lubbock County",NA,NA,NA
"79406","TX","Lubbock County",0.98,0,NA
"79381","TX","Lynn County",129.86,0.33,45789
"79329","TX","Lubbock County",93.66,0.4,62472
"79493","TX","Lubbock County",NA,NA,NA
"79350","TX","Lubbock County",1.44,0.02,41488
"79415","TX","Lubbock County",66.23,0.31,27270
"79413","TX","Lubbock County",4.78,0.08,49384
"79423","TX","Lubbock County",60.5,0.32,54784
"79430","TX","Lubbock County",NA,NA,NA
"79490","TX","Lubbock County",NA,NA,NA
"79414","TX","Lubbock County",3.17,0.04,34504
"79408","TX","Lubbock County",NA,NA,NA
"79410","TX","Lubbock County",2.41,0.04,36715
"79411","TX","Lubbock County",1.49,0,24244
"79412","TX","Lubbock County",3.12,0.02,33317
"79424","TX","Lubbock County",41.74,0.31,75921
"79491","TX","Lubbock County",NA,NA,NA
"79364","TX","Lubbock County",197.19,0.31,40284
"79499","TX","Lubbock County",NA,NA,NA
"79402","TX","Lubbock County",NA,NA,NA
"79416","TX","Lubbock County",32.15,0.29,45937
"79409","TX","Lubbock County",NA,NA,NA
"79403","TX","Lubbock County",132.02,0.72,33554
"79382","TX","Lubbock County",47.7,0.21,61563
"79453","TX","Lubbock County",NA,NA,NA
"79401","TX","Lubbock County",2.75,0.01,13450
"79464","TX","Lubbock County",NA,NA,NA
"79373","TX","Lynn County",433.75,1.14,46875
"79383","TX","Lynn County",NA,NA,NA
"76825","TX","McCulloch County",520.91,4.46,38243
"76836","TX","McCulloch County",38.26,0.23,NA
"76887","TX","McCulloch County",58.29,0.59,62045
"76872","TX","McCulloch County",299.07,1.56,55550
"76852","TX","McCulloch County",149.81,0.75,42155
"76716","TX","Mclennan County",NA,NA,NA
"76684","TX","McLennan County",NA,NA,NA
"76702","TX","Mclennan County",NA,NA,NA
"76703","TX","Mclennan County",NA,NA,NA
"76799","TX","Mclennan County",NA,NA,NA
"76710","TX","McLennan County",9.51,1.99,37195
"76798","TX","McLennan County",0.03,0,NA
"76640","TX","McLennan County",28.4,0.34,37651
"76706","TX","McLennan County",70.93,1.45,26398
"76643","TX","McLennan County",7.99,0.02,66898
"76707","TX","McLennan County",3.26,0.03,32021
"76705","TX","McLennan County",114.3,4.19,37609
"76708","TX","McLennan County",46.54,4.03,40477
"76701","TX","McLennan County",1.14,0.02,25372
"76797","TX","Mclennan County",NA,NA,NA
"76712","TX","McLennan County",50.33,5.76,68413
"76714","TX","Mclennan County",NA,NA,NA
"76704","TX","McLennan County",5.17,0.17,17166
"76711","TX","McLennan County",3.96,0.01,31134
"76654","TX","McLennan County",0.64,0.01,58958
"78072","TX","McMullen County",860.46,5.66,42083
"78007","TX","McMullen County",25.41,10.85,NA
"75852","TX","Madison County",172.24,3.77,47303
"77864","TX","Madison County",200.66,2.26,37880
"75564","TX","Marion County",NA,NA,NA
"75668","TX","Morris County",22.79,3.98,26541
"79749","TX","Martin County",65.41,0,64712
"79782","TX","Martin County",461.34,0.35,39495
"79705","TX","Midland County",35.57,0,68649
"79783","TX","Martin County",167.95,0,112917
"76869","TX","Mason County",73.81,0.1,NA
"76842","TX","Mason County",93.87,0.09,39196
"76820","TX","Mason County",75.02,0.27,45500
"77404","TX","Matagorda County",NA,NA,NA
"77440","TX","Matagorda County",5.1,0,NA
"77458","TX","Matagorda County",36.27,0.25,19934
"77428","TX","Matagorda County",82.79,130.98,NA
"77468","TX","Matagorda County",19.2,0.06,17820
"77457","TX","Matagorda County",10.1,1.49,41912
"77414","TX","Matagorda County",518.35,16.25,43186
"77415","TX","Matagorda County",1.74,0.02,NA
"77482","TX","Matagorda County",59.16,0.37,51887
"77419","TX","Matagorda County",63.15,0.81,21857
"77456","TX","Matagorda County",52.45,0.31,44878
"77483","TX","Matagorda County",36.17,6.66,122935
"78852","TX","Maverick County",572.47,6.2,31214
"78853","TX","Maverick County",NA,NA,NA
"78860","TX","Maverick County",50.51,0.35,19535
"78886","TX","Medina County",98.64,0.43,74196
"78066","TX","Medina County",25.55,0.13,63583
"78861","TX","Medina County",460.36,1.22,45118
"78056","TX","Medina County",100.81,3.38,98102
"78059","TX","Medina County",40.91,0.16,51652
"76848","TX","Menard County",60.74,0,44167
"76841","TX","Menard County",100.01,0.01,NA
"79702","TX","Midland County",NA,NA,NA
"79708","TX","Midland County",NA,NA,NA
"79712","TX","Midland County",NA,NA,NA
"79704","TX","Midland County",NA,NA,NA
"79706","TX","Midland County",743.93,1.39,58737
"79703","TX","Midland County",6.69,0,57842
"79701","TX","Midland County",11.89,0,45030
"79711","TX","Midland County",NA,NA,NA
"79710","TX","Midland County",NA,NA,NA
"76518","TX","Milam County",116.51,0.37,38098
"76523","TX","Milam County",0.61,0.01,NA
"76577","TX","Milam County",151.14,1.31,45855
"76556","TX","Milam County",98.61,0.3,39375
"76520","TX","Milam County",301.27,1.03,36259
"76567","TX","Milam County",193.58,0.94,36453
"77857","TX","Milam County",61.17,0.45,42434
"76530","TX","Williamson County",93.41,5.12,50463
"76880","TX","Mills County",NA,NA,NA
"76864","TX","Mills County",235.45,0.7,47917
"76870","TX","Mills County",27.54,0.01,31979
"76844","TX","Mills County",409.79,0.65,43421
"79512","TX","Mitchell County",574.61,4.85,47954
"79565","TX","Mitchell County",90.34,0.02,56389
"79532","TX","Mitchell County",123.54,0.02,27131
"76255","TX","Montague County",262.17,2.35,36082
"76270","TX","Montague County",101.1,0.3,55028
"76251","TX","Montague County",53.02,0.24,57321
"76225","TX","Wise County",99.68,0.15,62554
"77304","TX","Montgomery County",37.85,1.9,58774
"77306","TX","Montgomery County",41.13,0.03,41596
"77378","TX","Montgomery County",97.24,0.52,48136
"77355","TX","Montgomery County",57.04,0.21,71326
"77358","TX","Walker County",123.82,3.35,57656
"77386","TX","Montgomery County",40.26,0.76,82747
"77362","TX","Montgomery County",8.14,0.01,59576
"77333","TX","Montgomery County",NA,NA,NA
"77385","TX","Montgomery County",21.81,0.43,82175
"77387","TX","Harris County",NA,NA,NA
"77302","TX","Montgomery County",57.68,0.47,57758
"77305","TX","Montgomery County",NA,NA,NA
"77381","TX","Montgomery County",13.11,0.15,101383
"77353","TX","Montgomery County",NA,NA,NA
"77318","TX","Montgomery County",38.35,12.05,78194
"77382","TX","Montgomery County",11.27,0.07,131564
"77354","TX","Montgomery County",75.9,0.45,75269
"77384","TX","Montgomery County",17.49,0.15,80032
"77303","TX","Montgomery County",61.83,0.19,45599
"77393","TX","Harris County",NA,NA,NA
"77301","TX","Montgomery County",18.9,0.04,34097
"77380","TX","Montgomery County",12.43,0.21,67616
"79029","TX","Moore County",300.86,0.69,51971
"79058","TX","Potter County",40.82,0,NA
"79086","TX","Moore County",204.07,0.11,53810
"79013","TX","Moore County",4.7,0.08,42349
"75638","TX","Morris County",88.56,2.77,41013
"75636","TX","Morris County",NA,NA,NA
"75571","TX","Morris County",103.62,1.35,38688
"79244","TX","Motley County",200.63,0.13,35000
"75943","TX","Nacogdoches County",64.16,1.13,56563
"75937","TX","Nacogdoches County",67.21,1.32,42067
"75946","TX","Nacogdoches County",138.89,1.58,43875
"75788","TX","Nacogdoches County",3.4,0,51464
"75963","TX","Nacogdoches County",NA,NA,NA
"75964","TX","Nacogdoches County",231.83,2.78,35827
"75965","TX","Nacogdoches County",73.91,0.43,39651
"75978","TX","Nacogdoches County",0.55,0,98333
"75961","TX","Nacogdoches County",277.15,6.62,29413
"75760","TX","Nacogdoches County",130.16,0.14,49559
"75944","TX","Nacogdoches County",39.81,20.88,42500
"75958","TX","Nacogdoches County",NA,NA,NA
"75155","TX","Navarro County",38.05,0.62,37375
"76639","TX","Navarro County",91.86,2.57,32778
"75105","TX","Navarro County",51.36,0.75,29500
"75151","TX","Navarro County",NA,NA,NA
"76681","TX","Navarro County",73.03,6.2,40577
"76679","TX","Navarro County",76.27,1.92,35694
"75153","TX","Navarro County",23.51,1.26,38692
"75110","TX","Navarro County",149.95,1.34,40235
"75109","TX","Navarro County",116.29,27.38,58317
"75144","TX","Navarro County",171.77,16.85,32289
"75102","TX","Navarro County",60.7,0.6,40455
"75932","TX","Newton County",125.4,3.7,45231
"75966","TX","Newton County",270.85,0.82,29595
"75977","TX","Newton County",182.97,0.12,43056
"77614","TX","Newton County",10.25,0.09,49960
"77632","TX","Orange County",132.14,3.71,64694
"75928","TX","Newton County",90.34,0.67,35292
"79537","TX","Nolan County",77.92,0,46563
"79535","TX","Nolan County",140.91,0.02,38333
"78480","TX","Nueces County",NA,NA,NA
"78408","TX","Nueces County",4.44,0,28137
"78409","TX","Nueces County",11.86,0,47105
"78330","TX","Nueces County",17.48,0,53500
"78402","TX","Nueces County",1.1,0,51958
"78427","TX","Nueces County",NA,NA,NA
"78401","TX","Nueces County",2.15,0.36,22226
"78347","TX","Nueces County",NA,NA,NA
"78413","TX","Nueces County",8.03,0.05,64159
"78410","TX","Nueces County",22.8,0.35,66739
"78460","TX","Nueces County",NA,NA,NA
"78426","TX","Nueces County",NA,NA,NA
"78465","TX","Nueces County",NA,NA,NA
"78414","TX","Nueces County",14.35,0.75,75971
"78463","TX","Nueces County",NA,NA,NA
"78339","TX","Nueces County",0.99,0,36553
"78411","TX","Nueces County",5.99,0.01,40349
"78415","TX","Nueces County",103.65,0.1,39915
"78407","TX","Nueces County",4.04,0.66,30179
"78404","TX","Nueces County",3.11,0,38862
"78417","TX","Nueces County",9.11,0,50069
"78416","TX","Nueces County",2.94,0,27854
"78405","TX","Nueces County",5.08,0,27247
"78343","TX","Nueces County",165.18,0.44,42875
"78418","TX","Nueces County",43.44,37.14,55487
"78403","TX","Nueces County",NA,NA,NA
"78466","TX","Nueces County",NA,NA,NA
"78351","TX","Nueces County",2.14,0,36985
"78412","TX","Nueces County",8.8,2.23,45708
"78373","TX","Nueces County",16.64,20.53,42500
"78467","TX","Nueces County",NA,NA,NA
"78419","TX","Nueces County",1.29,0,44594
"78406","TX","Nueces County",12.88,0,45781
"78468","TX","Nueces County",NA,NA,NA
"78469","TX","Nueces County",NA,NA,NA
"79033","TX","Ochiltree County",11.77,0,250001
"79070","TX","Ochiltree County",763.5,0.5,49810
"79093","TX","Ochiltree County",30.7,0,NA
"79001","TX","Oldham County",411.91,0.15,53214
"79010","TX","Oldham County",174.37,0.19,74911
"77670","TX","Orange County",NA,NA,NA
"77626","TX","Orange County",NA,NA,NA
"77611","TX","Orange County",24.11,6.91,63640
"77630","TX","Orange County",90.61,12.93,42131
"77639","TX","Orange County",NA,NA,NA
"76475","TX","Palo Pinto County",236.65,2.75,40774
"76450","TX","Young County",461.11,15.22,49066
"76067","TX","Palo Pinto County",174.4,2.35,40367
"76472","TX","Palo Pinto County",100.9,1.03,41935
"76484","TX","Palo Pinto County",106.35,1.54,47847
"76066","TX","Parker County",86.08,1.4,80088
"75669","TX","Panola County",63.06,1.5,63625
"75637","TX","Panola County",NA,NA,NA
"75639","TX","Panola County",170.54,0.6,50086
"75631","TX","Panola County",116.97,1.28,51023
"75975","TX","Shelby County",143.47,0.9,35285
"75643","TX","Panola County",68.13,2.46,45000
"75633","TX","Panola County",318.79,8.5,53715
"75685","TX","Panola County",NA,NA,NA
"75954","TX","Shelby County",104.5,15.24,40455
"75974","TX","Shelby County",102.99,2.03,30440
"75652","TX","Rusk County",175.71,4.32,42778
"76086","TX","Parker County",14.68,0.02,48176
"76082","TX","Parker County",100.48,0.16,58255
"76020","TX","Tarrant County",66,5.16,57457
"76439","TX","Parker County",NA,NA,NA
"76098","TX","Tarrant County",NA,NA,NA
"76085","TX","Parker County",63.85,0.21,60291
"76008","TX","Parker County",74.12,0.43,102951
"76126","TX","Tarrant County",63.56,5.83,76330
"76088","TX","Parker County",158.63,1,64093
"76108","TX","Tarrant County",46.69,0.24,58528
"76485","TX","Parker County",NA,NA,NA
"76490","TX","Parker County",0.74,0,107344
"76023","TX","Wise County",56.22,0.01,49441
"79009","TX","Parmer County",115.86,0.53,41552
"79325","TX","Parmer County",178.27,0.81,44559
"79035","TX","Parmer County",669.51,2.31,46467
"79053","TX","Parmer County",19.34,0.31,86607
"79740","TX","Crane County",NA,NA,NA
"79781","TX","Pecos County",669.91,0.02,50000
"79743","TX","Pecos County",247.09,0.89,66875
"79730","TX","Pecos County",128.83,0,44342
"79735","TX","Pecos County",1732.81,0.04,45291
"79744","TX","Pecos County",535.58,0,68594
"75936","TX","Tyler County",125.58,0,49000
"77360","TX","Polk County",32.94,14.07,32380
"75960","TX","Polk County",42.96,0.02,37417
"75934","TX","Polk County",7.39,0.11,11250
"77350","TX","Polk County",2.64,0,86563
"77335","TX","Polk County",36.56,1.15,23958
"77399","TX","Polk County",NA,NA,NA
"75939","TX","Polk County",241.49,0.26,39123
"77351","TX","Polk County",671.39,36.97,39967
"77326","TX","Polk County",2.38,0,NA
"77332","TX","Polk County",NA,NA,NA
"79105","TX","Moore County",17.14,0.05,NA
"79118","TX","Randall County",169.91,4.11,62323
"79107","TX","Potter County",16.77,0.47,32002
"79101","TX","Potter County",1.6,0,21250
"79102","TX","Potter County",2.66,0,40216
"79120","TX","Potter County",NA,NA,NA
"79108","TX","Potter County",165.43,2.16,51746
"79121","TX","Randall County",1.85,0,69676
"79106","TX","Potter County",9.36,0.01,38685
"79012","TX","Potter County",66.64,0.08,97083
"79109","TX","Randall County",10.45,0.06,53945
"79104","TX","Potter County",3.83,0.04,27490
"79124","TX","Potter County",90.15,0.04,78627
"79103","TX","Potter County",5.14,0.02,47308
"79159","TX","Potter County",NA,NA,NA
"79111","TX","Potter County",10.94,0.29,53850
"79117","TX","Potter County",NA,NA,NA
"79116","TX","Potter County",NA,NA,NA
"79845","TX","Presidio County",468.47,0,21512
"79843","TX","Presidio County",1473.62,0.6,45245
"79846","TX","Presidio County",439.7,0.03,18594
"75440","TX","Rains County",114.96,10.97,44340
"75410","TX","Wood County",82.25,11.83,40492
"75472","TX","Rains County",63.65,18.13,45179
"79114","TX","Potter County",NA,NA,NA
"79015","TX","Randall County",383.68,1.79,51951
"79091","TX","Randall County",19.34,2.53,53250
"79119","TX","Randall County",101.46,2.08,88370
"79016","TX","Randall County",0.01,0,NA
"79110","TX","Randall County",5.59,0.06,47834
"76932","TX","Reagan County",969.61,0,59792
"78873","TX","Real County",227.35,0.4,38594
"78833","TX","Real County",243.12,0.34,29180
"78879","TX","Real County",45.25,0.1,36806
"75417","TX","Red River County",161.37,6.25,33056
"75426","TX","Red River County",326.91,4.76,24102
